tweets,type,class
في الخلافات بعض الأشخاص يقومون بالإعتذار حتى وإن لم يكونو على خطأ رغبة منهم بإستمرار العلاقة مع من يحبون,positive,standard
ماذا تفعلون يا مغردين اتمنى صراحة ان لا تكونوا تفعلون اشياء مشينة,positive,standard
عارف لي كاين ,positive,dialectal
صباحكم مبروك لالة,positive,dialectal
لم تخيب ظني بتاتا ,positive,standard
الزمن الجميل ,positive,standard
ماخاب من سماك يوما عارفا ,positive,standard
سير تنعس الله يتبعك لبلا,negative,dialectal
إن الله جميل و يحب الجمال فأعطاه لك على قدر طيبوبة قلبك,positive,standard
بعتث معاك نسيت ديما تنبغي نبلغك ليك سلام ايوب ,neutral,dialectal
نتا كل مرة بوجه مرة الصدق و الضرافة و مرة النفاق و الخداع,mixed,dialectal
مثل هاد الأخبار لا تكون في متناول الصغار,neutral,standard
اللهم امين يارب,positive,standard
صباح السكينة وطمانينة يا اخي سمير,positive,standard
جزاك الله خير يا اخي ابو حسن انتم اصل ابداع وتميز ومنكم اتعلم داىما,positive,standard
بخير الحمد لله سيد الحاج ,positive,dialectal
قريبا ان شاء الله فالعاصمة عزيزة على قلبي ,positive,dialectal
إذا فاز بوتفليقة بالعهدة الخامسة سوف يدخل الشعب الجزائري موسوعة غينس لأرخس واطحن شعب في العالم ,negative,standard
الزمن الجميل ,positive,standard
صباح الخير يا فنان ,positive,standard
دعني افكر ,neutral,standard
تعلموا الحب أولآ ثم أصنعوا له عيدآ مول تغريدة,positive,standard
الله عليك و على وطنيتك,positive,standard
مربوحة إن شاء الله,positive,standard
انت آخر شخص يتكلم عن احترام القانون,negative,standard
الله عليك فعلا انا محب للبيئة,positive,standard
اجي مرحبا بيك ,positive,dialectal
و ما المانع ,neutral,standard
أصبحت بمزاج هادئ لكن هاد ابن الكلب عصبني,mixed,dialectal
الله يسمح ليك ,positive,dialectal
حظا موفقا يا أخي,positive,standard
العفو اخويا العزبز,positive,dialectal
شكرا حياتي والله يديم صحة عليكي وعلى عيلتك وفنانتك,positive,standard
كيف الحال و الاحوال,neutral,standard
انا أعيش ايام صعبة أيضا لست وحدك,negative,standard
كيف حالك يا عزيزي ,positive,standard
ذلك الفرح الذي ادخلته علي قلب احدهم ولو بكلمة لن ينساه الله وسيرده اليك في ضيقك,positive,standard
فضل و نعمة ,positive,standard
الله يسخر ليك يا حبيبي ,positive,dialectal
تسلم أخوي أشكرك من القلب ,positive,standard
بلغه سلامي و قل له ساكلمه قريبا ,positive,standard
سأنام قليلا استعدادا لما هو قادم ,neutral,standard
بصحة وعافية يا اخي احمد الله يسعدك في دارين,positive,standard
السلام وعليكم أمين رغيب بغيت نشكرك بزاف على الفيديوهات لي كاتلوح ديما وتوحشناك تلوح شي حاجة خرى,positive,dialectal
هذا ما كنا نبحث عنه دائما التنافس بين الاندية الوطنية في دورينا,positive,standard
نصركم الله,positive,standard
يامسؤولي المغرب لماذا هذا الحقد الاسود والقسوة المفرطة إنه إعدام مع وقف التنفيذ,negative,standard
إن شاء الله لن يخيب آمالي ويكون عند حسن ظني بيه الي عمرو مابخيب فيه ابدا,positive,dialectal
ويسعدك يا أحلى عمو في الدنيا ,positive,standard
نتمنى ألا تتكرر الفضيحة,mixed,standard
روح انت و بلدك و الاخوان المسلمين و كل شرقك المقرف بعيد عنا لا تذكرنا,negative,standard
المغرب لا يباع ولا يشترى يا وضيع المغرب حر في سيادته وسياسته الخارجية,negative,standard
اللهم اني اعوذ بك من سوء الخاتمة,positive,standard
مساء الورد وياسمين يا قلبي,positive,standard
ربي لا تذرني فردا وانت خير الوارثين,positive,standard
هذا الشاب ولد حي كوبا محبوب عند جميع الساكنة وحقق قرابة مليون مشاهدة,positive,standard
حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم,positive,standard
اللهم اكفني بحلالك عن حرامك وأغنني بفضلك عمن سواك,positive,standard
لا إله إلا أنت سبحانك إني كنت من الظالمين,neutral,standard
البطارية لازم تتبدل,neutral,standard
دابا فهمني حاجة وحدة اش بغيت تݣول ,neutral,dialectal
جزاك الله خير,positive,standard
احب الشوكولاتة بجميع أنواعها,positive,standard
استغفر الله العظيم واتوب اليه,positive,standard
الحمد لله رب العالمين,positive,standard
الحب والتسامح,positive,standard
لم أقع في حبك بدافع الملل أو الوحدة أو عن نزوة أحببتك لأن رغبتي بك كانت أعظم من أي سعادة أخرى,positive,standard
جميل جدا لوكان حقيقي واضح انو فوتوشوب,mixed,standard
تاريخو أكيد ماهو مشرف,negative,dialectal
مغارة هرقل,neutral,standard
آمين يارب العالمين ويحفظك وبارك فيك,positive,standard
مقاطعة الانتخابات من طرف الشباب هي الحل,negative,standard
وخاب ظني حين ظننت أن ظني في محله ,negative,standard
قلبي تحمل وجع كتير واكتر من جرح مجروح,negative,standard
الله يبارك فيك شكرا,positive,standard
عندي شيء حصري لعالم البرمجة باذن الله,neutral,standard
تتحقق السعاده اذا عرفت أن تختار الأشخاص المناسبين في حياتك,positive,standard
شكراا لحبيبة ديالي ,positive,dialectal
فوز الريال و بحصة كبيرة ان شاء الله,positive,standard
ماتبقاوش تسولوني بزاف اسئلة ما عندها معنى,negative,dialectal
حقا كل شيء يجري حولي يكسرني ,negative,standard
تحية لكل عشاق الأغنية الجبلية,positive,standard
اتقي الله أيها المنافق فوالله لن ينفعك تمسحك الرخيص بابن سلمان حين تقف أمام الله عز وجل ليحاسبك,negative,standard
لا حول ولا قوة الا بالله اين المدافعين عن حقوق الانسان و الطفل لعنة الله على المنظمات الدولية التي لا تحرك ساكنا,negative,standard
الله يسعدك صديقي لك مني الف تحية,positive,standard
فراق الاحبة اشد من الموت,negative,standard
تحية كبيرة للجماهير النصراوية من المغرب الشقيق ,positive,standard
